,author,text,likes,published_at,Unnamed: 0
3494,@ayubomar3181,Mnaona patelo ni chizi akisema first born ako 20 years kumbe ni ukweli dee ako na watoto watatu plus first born ako mbao😂,2,2025-07-29T15:42:15Z,
3495,@dalvoh4237,This might be the biggest mistake they ever did.. If you listen closely youll understand what kind of work they do.. And some people are rubbing hands rn watching this,0,2025-07-29T15:41:34Z,
3496,@lilianatieno3797,Captain Morgan 😂😂😂😂,0,2025-07-29T15:41:21Z,
3497,@CathrineOmondi-u4m,Kwani mi nilikuja hii duniani kushangaa😮😮😊,0,2025-07-29T15:39:27Z,
3498,@quesubembe7481,I don't know why. I love this two.,3,2025-07-29T15:38:23Z,
3499,@eveeve9418,The lady seems to be so humble,0,2025-07-29T15:37:33Z,
3500,@Sammydread007,Am your critic officer but this one of your best show ever..,3,2025-07-29T15:36:53Z,
3501,@deliahdely,I'm not a fan but hii nimesema lazima niwatch,0,2025-07-29T15:35:57Z,
3502,@MercyPhilips-l1q,The more you dig into the question the more you be confused😂😂😂,2,2025-07-29T15:23:45Z,
3503,@SpaterNaty,Nani anaregrate kudate broke guy saii😢😢,1,2025-07-29T15:20:13Z,
3504,@PaulKyambi254,Lakin mbona nimkubwa kumuliko,0,2025-07-29T15:15:04Z,
3505,@SamsonOkolo-e5y,Captain....... Morgan,1,2025-07-29T15:14:26Z,
3506,@NasimiyuMildred,Patelo was hear to cook and tumeshiba fr.,0,2025-07-29T15:10:51Z,
3507,@samdoe1200,wasting the first 10 mins.,0,2025-07-29T15:10:09Z,
3508,@akinyiwere7251,😂😂 how old were you in 2017?,0,2025-07-29T15:08:46Z,
3509,@Realmadolls,1:18:12 best parts,2,2025-07-29T15:07:25Z,
3510,@JobWachira-p3p,Only a smart guy can tune an older woman.,0,2025-07-29T14:59:58Z,
3511,@emilywangui,Wazazi 😢hapa tuko na kazi kama hii ndio generation...je wakizaa mtoi atakuwa aje kama wazazi wako ivi ....msinitusi mimi ni mama yenu ama niwaachie laana😅😅😅😅,0,2025-07-29T14:56:14Z,
3512,@KACHMONEY,Anagrind meno kweli……..ma mbete zimeshikaaa 😂,0,2025-07-29T14:55:05Z,
3513,@Simba_Richards,Kuna shida mahali lakini wacha tuu,0,2025-07-29T14:51:33Z,
3514,@Anne-f9m,❤❤,0,2025-07-29T14:49:50Z,
3515,@mosiaraakunga1991,"The more you try to understand, the more you get confused 😂😂",2,2025-07-29T14:49:42Z,
3516,@annn6851,This video is going viral trust me 🙏🙏😭,0,2025-07-29T14:47:47Z,
3517,@sharoneluvembeh470,Mad G ❤❤❤❤❤,0,2025-07-29T14:39:59Z,
3518,@veraowino6842,Siku zombo😅❤️topshota wazing',0,2025-07-29T14:38:00Z,
3519,@azerebevaline4143,😂😂😂wueh,0,2025-07-29T14:36:29Z,
3520,@bobanioushassan7566,❤❤❤❤,1,2025-07-29T14:35:29Z,
3521,@CeciliaBahati-b5d,Lazima idumu,0,2025-07-29T14:33:12Z,
3522,@slyvest3r005,na mbona hawa  madem wote wanaitwa tuu diana pia wa bahati,0,2025-07-29T14:32:39Z,
3523,@RushydeeEmiky,Nimechokea uko TikTok na mambo nusu nusu😂 the kind of wedding I'm craving for 😂😂,0,2025-07-29T14:30:16Z,
3524,@marywangui7620,"Obinna anaskia imported cake ,,anavaa 🕶️ awaone vizuri yoh😂",2,2025-07-29T14:28:20Z,
3525,@tinahtamara467,Apo mwisho obinna Ako zile za Hawa watu wueeeh 😅😅😅😂😂😂,1,2025-07-29T14:25:40Z,
3526,@KolondaKithikii,😂😂😂aty wakwanza twenty,1,2025-07-29T14:25:00Z,
3527,@brendanelima5562,Obinna itabidi umerudia hii show na ulete translator 😂😂😂,0,2025-07-29T14:22:31Z,
3528,@elossykarwitha8849,Guardian is the role model,0,2025-07-29T14:22:09Z,
3529,@vincentombwudu233,siri ni moja,0,2025-07-29T14:18:01Z,
3530,@frankkleenx,Admin wa Nairobi gossip club,1,2025-07-29T14:15:25Z,
3531,@EugineOmondi-j7x,Thanks kwa kuni big up ni omondi,2,2025-07-29T14:14:09Z,
3532,@mosheoduor4581,next time ukiwa na hii mbogi invite dem wa fb wataelewana,0,2025-07-29T14:13:34Z,
3533,@kelvinmacharia2456,Obinna anaanza show kama advice zinaskia kutoka,1,2025-07-29T14:13:32Z,
3534,@deejaysynch,Juu ya partelo hiyo subscription umepata...,1,2025-07-29T14:13:25Z,
3535,@itsGigi001,Ati partelo na dee nadai love like this Aloooo wakudumu watadumu 👊👊,1,2025-07-29T14:13:20Z,
3536,@slyvest3r005,ss mbona mfikiria hii doo yoe inahusiana na crime🎃🎃,0,2025-07-29T14:12:31Z,
3537,@ChristineWambua-vm6mb,Na patelo  ana kunywa nn🤔😂😂😂😂😂,0,2025-07-29T14:11:47Z,
3538,@marynjerimwaura5882,"Mliona keki,,,,ilikua rembo mbwayah",0,2025-07-29T14:00:36Z,
3539,@Margaret-e7j4y,"hio facelift ni serious , botox, nose job, ako na pesa, also the neck can tell the real age, all the best to them",0,2025-07-29T14:00:20Z,
3540,@drusillawairimu160,So it was real si drama 😅😅,0,2025-07-29T13:58:20Z,
3541,@folletlove,Wah! Sielewi 😂,0,2025-07-29T13:56:29Z,
3542,@ruthnjeri7274,"He is lying too much,, 3500 people in the wedding,, 500M,,age 26 and 29...I think they are hiding a lot",2,2025-07-29T13:56:15Z,
3543,@marombosobryophyta,Hii interview ilifaa Kartelo😅,0,2025-07-29T13:56:13Z,
3544,@denisoduori436,Juu ya hii stori ya pertelo imebidii ni subscribe tu  juu nimeshindwa kukuambia obina you are doing amazing job,1,2025-07-29T13:48:52Z,
3545,@raphaelmuthini2122,Ako 26 niko 29...🤣🤣🤣,0,2025-07-29T13:45:15Z,
3546,@monicanungari4105,This is interesting and funny nacheka to 😂😂😂😂,0,2025-07-29T13:43:16Z,
3547,@ianthepreneur,Captain Morgan represented!,0,2025-07-29T13:34:31Z,
3548,@nicolekedogo,I swear these the most genuine couple mazeeee😊😊😊  hawa ni watu wanaji nauwooo😊  i love them both❤❤,3,2025-07-29T13:33:15Z,
3549,@MyJOSE2013,does the woman has a gait problem? anakaa amejikunja,0,2025-07-29T13:28:33Z,
3550,@Thamilestone,Partelo and Dee(Romeo and Juliet)❤🎉,0,2025-07-29T13:28:26Z,
3551,@margaret9332,Ametema chave live,1,2025-07-29T13:26:05Z,
3552,@MyJOSE2013,only itiots think a drunk couple is a good sight. kwanza mkizaa muachane na pombe kabisa. tena watu huku wanajichosha ati true friends. Gonjeka ama ufilisike ndio utajua 'rafiki' majority ni wa good time only,5,2025-07-29T13:23:15Z,
3553,@LokwaliwaNaukot,2 wed G ?,0,2025-07-29T13:23:00Z,
3554,@EdwardMaloba-q5b,Wambie wakuje dago tumuomyeshe vile kuenda,0,2025-07-29T13:21:22Z,
3555,@wangari9917,@1:00 wakati ameenda gents na kurudi ..... Masilver zinamake sound track akitembea na kukaa chini ....STATUS.,1,2025-07-29T13:19:39Z,
3556,@JoyceMandi-m8m,😂😂😂😂😂,0,2025-07-29T13:18:26Z,
3557,@hillaryjames-b6f,Zetu zetu❤,0,2025-07-29T13:17:55Z,
3558,@RueNjesh,Team kupitiana mko???,0,2025-07-29T13:16:34Z,
3559,@thismustbebrayoofficial1363,Marketing opportunity for captain moargan,0,2025-07-29T13:11:51Z,
3560,@RosyKilele,This boy is under 25,0,2025-07-29T13:11:43Z,
3561,@golden4-p7jj,The interview was 👍,0,2025-07-29T13:11:30Z,
3562,@sherry-1-d1v,Weee....I love this couple walai...I want a man like patelo.,1,2025-07-29T13:11:22Z,
3563,@Priscillahbrownie,Sijawai furahia show ya Obinna kama Leo,1,2025-07-29T13:06:53Z,
3564,@YunisiaMiles,😂😂😂😂500million na ako serious,3,2025-07-29T13:05:56Z,
3565,@irenemwangi9765,Why do I love this couple 😍😍😍😍😍 …. When you marry your type then money is in excess….,1,2025-07-29T13:05:30Z,
3566,@maureenchep731,"Ladies c mnaona Dee ametulia 
Vile inafaa.. sio Mzee Akiongea pia unaongea shiiiii....😂",0,2025-07-29T13:05:05Z,
3567,@sabrinemaria2015,Who is starting youtube hii mwaka tufikishane ngiri moja,0,2025-07-29T13:03:57Z,
3568,@sabrinemaria2015,New you-tubers tufikishane ngiri moja tu monitize,0,2025-07-29T13:03:09Z,
3569,@djakim89,partelo ni vibe,0,2025-07-29T12:56:39Z,
3570,@austincleophas3424,Tuna ngoja ya Kartelo na Ule crushy Wake sasa🤣🤣😅😅😅,1,2025-07-29T12:54:22Z,
3571,@Truthchann,Sita hate ndo nisikutwe button>>>>>>>>>>,0,2025-07-29T12:54:07Z,
3572,@VallaryakinyiotienoNyauma,Shagwe hallelujah 🙌 itanimaliza,0,2025-07-29T12:53:23Z,
3573,@LydiaKevoi,Nipitieni guys,0,2025-07-29T12:52:06Z,
3574,@maryntinyari2437,Diana ako wapy at least nimeshuke😅😅😅😅😅at mercileenk pale ig,0,2025-07-29T12:52:05Z,
3575,@brendaokola3893,I wish them all the best manzee💪❤❤❤,1,2025-07-29T12:49:23Z,
3576,@Carollngugi,"people don't know the meaning of, manager wa ground, and hapa hakuna mtu mrahisi, thats so heavy",2,2025-07-29T12:45:05Z,
3577,@ednagikundi2241,Dee nimekua nikimuonanga hizi ma area zetu,0,2025-07-29T12:40:17Z,
3578,@AshleyVictor-mt5im,Ako jaba mbaya,0,2025-07-29T12:38:39Z,
3579,@hillarymobisa467,Mbona ukuita Mnezi atulize mbogiii😅😅😅😅😅,1,2025-07-29T12:35:57Z,
3580,@Maddie254-e54,This one is real,0,2025-07-29T12:32:47Z,
3581,@ScolahwanjikuE,"""ako 26 she is 29 firstborn ako 20 na anasema walimpata kitambo "" anyway stori ni yao💀😂😂",0,2025-07-29T12:30:23Z,
3582,@theegazaqueen,Kartelo ako wapi ni mbaya a 🔥🔥🔥🔥,0,2025-07-29T12:28:49Z,
3583,@giftkimatia7412,Mtag mike sonko hapa,0,2025-07-29T12:28:27Z,
3584,@baruchCleaners,Muranga women rep and her husband should attend for marriage class to this couple.   Sio kila saa kupayuka,0,2025-07-29T12:27:45Z,
3585,@gabrielaoperre7881,Wakudumu Tutadumu song 3.13-3.20 manifestation ikajipa!,1,2025-07-29T12:25:26Z,
3586,@baruchCleaners,I like and admire his confidence,0,2025-07-29T12:25:00Z,
3587,@dontemasta7217,Top shotta wakudumu watadumu siku zote....,0,2025-07-29T12:20:47Z,
3588,@ann3njagi851,I love the way anatambua God on his own way,1,2025-07-29T12:18:03Z,
3589,@KenMurimi-u1y,Mchele na kebab,0,2025-07-29T12:15:22Z,
3590,@marthalenya6522,Kuna lugha Sisi kama millenials hatuelewi,0,2025-07-29T12:14:33Z,
3591,@andersonb.8902,Yule cashmeer atafute ideas hapa sio zile zake ati invite who and not invite who 🤣🤣🤣,0,2025-07-29T12:09:24Z,
3592,@Issar137,I'm so confused,0,2025-07-29T12:08:41Z,
3593,@AshaNurain,Couples inapitia kwa obina lazima watawachana😂,0,2025-07-29T12:08:37Z,
3594,@M.i.s.s_kandie,I love how authentic they are❤❤,0,2025-07-29T12:03:53Z,
3595,@shikoshaniz7240,"Dem age 29
Boy 26 
First born 20

The mum was 9 years akipata First born,,wakudumu wadumu manze😊",1,2025-07-29T12:02:44Z,
3596,@hellenmuthoni6422,nimeskia mamilioni nikakuja mbio,0,2025-07-29T12:01:09Z,
3597,@joycemakani8006,Hii marriage ita last forever,0,2025-07-29T11:59:06Z,
3598,@esthermungai5125,Hii ndio inabamba 😂😂😂,1,2025-07-29T11:58:28Z,
3599,@BelindaAyieko,Napenda vile Dee anapenda the guy eish❤,0,2025-07-29T11:56:33Z,
3600,@SherolCr,Enyewe kaa hawa ndo wanajielewa ebu imagine hao wengine,0,2025-07-29T11:55:26Z,
3601,@gracemyra6593,"Dem alizaa akiwa 9yrs, boy akiwa 6. Very nice🥰🥰😋😋",0,2025-07-29T11:53:21Z,
3602,@annserahmacharia815,Mwengi sumu,0,2025-07-29T11:52:58Z,
3603,@OnesmusChege-f1w,500 millions😢🎉,0,2025-07-29T11:51:44Z,
3604,@noreennorah5729,Her skin looks bleached. Looks older than 29...,0,2025-07-29T11:47:31Z,
3605,@usidelyne9386,Best maid and men wako wapi😊,0,2025-07-29T11:46:04Z,
3606,@magdalene.mumbua,Obinna lazima ukivaa miwani ukondolee watu hivo si utoe glasses basi😂😂😂😂😂 anyway watu wadumu kudumu,1,2025-07-29T11:40:30Z,
3607,@effie_ochago,I wonder what kind of conversations Diana has with her hubby,0,2025-07-29T11:30:05Z,
3608,@254mshumaa,"Further more❌
More further ✅😂😂",0,2025-07-29T11:29:58Z,
3609,@michaelkakapaul9140,she looks odd,0,2025-07-29T11:28:50Z,
3610,@ianking4362,You could have let em escape to the honeymoon like a bird from a cage! Fawk no subscription,0,2025-07-29T11:23:44Z,
3611,@teresiahnyokabi78,"Wenye tunawatch on tue afternoon..
Tuko bed , we are jobless but keeping hopes alive pigeni likes ❤.",196,2025-07-29T11:22:40Z,
3612,@ViolahRuto,Weee🔥🔥🔥🔥🔥❤❤❤,1,2025-07-29T11:21:32Z,
3613,@chefKip,44:11  izo chuom mbaya ndo zetu😅😅,1,2025-07-29T11:21:01Z,
3614,@gracemyra6593,😂😂😂😂😂,0,2025-07-29T11:17:09Z,
3615,@usidelyne9386,A good show walai,0,2025-07-29T11:15:13Z,
3616,@Zennahupdates,New genuine YouTubers kindly let gather🎉,1,2025-07-29T11:14:11Z,
3617,@Rhymesandtunes,😅😅😅😅ati maruchetee weeeh.....,0,2025-07-29T11:13:06Z,
3618,@jannymash5748,😂😂😂the more you dig to the question the more you get confused 😅,0,2025-07-29T11:10:02Z,
3619,@BethlineLady-xl8mk,Nani Ako hapa kucheka 😂,1,2025-07-29T11:08:02Z,
3620,@AGNESmunyao-e4x,Obina unamiss use the word okay 😂😂,1,2025-07-29T11:04:38Z,
3621,@jannymash5748,Kenya Kuna Kila aina ya vituko😂,0,2025-07-29T11:04:33Z,
3622,@eshymohammed8837,kwani mnafanya kazi gani,0,2025-07-29T11:03:51Z,
3623,@enessedna5467,What do they do,0,2025-07-29T11:03:03Z,
3624,@theegenzsponsor,Pattello na dee itabidi wapange harusi ya pili juu  akunà vyenye Nairobi mzima tumehata hiyo harusi,0,2025-07-29T10:58:32Z,
3625,@Rhymesandtunes,Ati 500 million.🤣🤣🤣🤣 big up Eastlands massive,0,2025-07-29T10:56:56Z,
3626,@jemimahmogaticates4238,Obinna hukungoja hata waende honeymoon 😂,0,2025-07-29T10:56:36Z,
3627,@rachelwanyonyi3874,Hiyo Ndula ya Partelo imeweza,0,2025-07-29T10:55:16Z,
3628,@eddyedduu6912,Leo ndio nime-wartch show ya obina yote. Hii ni kali.,2,2025-07-29T10:54:23Z,
3629,@carolnashy105,Weeeuh you might think they don't know what they are saying or doing until you listen to them,0,2025-07-29T10:53:26Z,
3630,@EastBwoy254,shingo yenyewe ni 50 kgs ogopa😅,0,2025-07-29T10:51:20Z,
3631,@timeless8655,apo ata ule security wa obinna awezi bonga🤣🤣💯,0,2025-07-29T10:47:51Z,
3632,@megmaina4227,Still waters run deep,0,2025-07-29T10:47:09Z,
3633,@michellenjoroge6553,Kama ni wengine wangekuja kujigamba na kudharau watu...lkn hawa wakiulizwa mnatoa pesa wapi shughuli yetu huwezi elewa,0,2025-07-29T10:46:36Z,
3634,@EmilyGichuru,Hii ni moto am happy wooow,0,2025-07-29T10:44:35Z,
3635,@DirectorDambiZ,Watu wa 500million wedding Wanataka 2free videos?? Aiii,0,2025-07-29T10:42:46Z,
3636,@pauljunior8666,This guy is very wise,0,2025-07-29T10:38:58Z,
3637,@JosephMuriithi-rf7zp,Kitu iko ni ghetto tunasemaga sisi ni wajanja juu tunavaa ma sling na iyo ni ufala. Hizo sling ni doh mob sana na ni doh inaeza kuhelp. Uyu boiz anafaa ajijenge manze na this chance ako nayo na kufuatana na mavijanaa kila place. Ufala tuu. Rusheni mawe nijenge nazo.,0,2025-07-29T10:38:53Z,
3638,@faithkagai714,"The lady is older than the boy,she don't look 29yrs she's more than",0,2025-07-29T10:32:26Z,
3639,@dennyosoko8075,This woman anafana na Dian yule rafiki wa Racheal Otuma ila tu yeye ni Brain or yule Diana wa TikTok ni pepo,0,2025-07-29T10:31:44Z,
3640,@EmmanuelKiptoo-hi7mc,Acha nitafute captain sasa,1,2025-07-29T10:31:43Z,
3641,@She-t2l,"😂😂😂enyewe he was not joking""the more you ask deeper,you'll get confused""",0,2025-07-29T10:30:52Z,
3642,@MaryGitau-u1x,Barshosho dani dani,0,2025-07-29T10:26:54Z,
3643,@ollybossy,Dee feels like laughing at the lies the hubby is feeding Obinna.. 😂😂😂 but they're such a vibe.. anajua mnataka tea and he clearly cooked it the way you'd want...😂😂😂😂😂,106,2025-07-29T10:26:43Z,
3644,@OscarKimathi-q6s,Hii interview kartelo ndio alkuwa anafaa kufanya 😄,1,2025-07-29T10:23:02Z,
3645,@lavinaorao3223,😅😅😅 the guy is funny but zingine hapana,0,2025-07-29T10:22:26Z,
3646,@stephwanja873,Finally 😂,0,2025-07-29T10:19:34Z,
3647,@sheks_254_9,"Sijawai watch hizi obinna interviews, aki patello na dee nyinyi 😩",0,2025-07-29T10:17:22Z,
3648,@ElizabethNekesa-wd8eb,Maruchepe😅😅😅😅😅😅😅,0,2025-07-29T10:14:59Z,
3649,@_THEMAN7770,huyu ako sawa kweli,1,2025-07-29T10:11:45Z,
3650,@RitaDolla-Aisha,1:02:01 he's making sense and I support him mm aingie Governor or president we lock it❤,10,2025-07-29T10:08:45Z,
3651,@ritaorony2618,Partello alivaa image yao Kwa t-shirt😂😂...yakudumu,1,2025-07-29T10:03:41Z,
3652,@officialhamiboykenya674,"Prayer 
Work hard 
Exercise",0,2025-07-29T10:02:50Z,
3653,@trizaveshaa9487,Weuh ❤,0,2025-07-29T09:59:01Z,
3654,@NISHYTRIZZY254,Team obinna nipitieniii please,1,2025-07-29T09:58:15Z,
3655,@RitaDolla-Aisha,Yani this is the show nime watch kama na cheka the whole time 😂😂😂God weeding kama ya Patello na Dee imetosha,0,2025-07-29T09:58:05Z,
3656,@josephmwaura9497,"Nice vibe,big up.",0,2025-07-29T09:53:55Z,
3657,@WAMBO-p1v,KILA MAHALI NI HOME...❤❤GOD NDO KEY..,0,2025-07-29T09:51:45Z,
3658,@Dancan-r9u,Congratulations,0,2025-07-29T09:51:24Z,
3659,@githinjiann600,Let me tell the truth ..wengi  wataogopa  kukuambia juu ya kuogopa  kuchambwa  but me nitasema  anyways ....ALL THOSE FOLLOWING THIS GUY NI JUU THEY AREW GETTING SOMETHING FROM HIM ..THE FREE DISHES AND DRINKS Small small limelight..but believe you me if things turns sour for the guy atabaki  pekee yake ..I see no one there that can back him up ..dee is a gem  and I wish them well ..they guy needs to change how he is conducting himself..anaeza support my boys ata bila kufuatana  nao kila mahali 😁😁😁design wanalewa  pia joo  mwili haina spare ..take it easy ndo udumu..mnitusi msifungie😂😂😂😂...anyway love ni kama hii yao God,10,2025-07-29T09:49:49Z,
3660,@allanm7455,man this really nice,1,2025-07-29T09:47:22Z,
3661,@DaltonRaburu-f9h,Nani aibiwe😂😂.Hizo chuom mbaya ndo zetu. Hiyo line imenibamba walai,0,2025-07-29T09:42:23Z,
3662,@marthawaruiru6166,Huyu dame ananikalia Cecil badgirl,0,2025-07-29T09:40:16Z,
3663,@MBUGUAKARUGO,His spirit is deep,1,2025-07-29T09:38:05Z,
3664,@b.eylliebeenhere,What is wrong with her?,1,2025-07-29T09:37:09Z,
3665,@Ms.mwisha,Obinna is soo scared last part😂😂😂,1,2025-07-29T09:34:22Z,
3666,@Winy-h3q,Nipeni huyo mrefu,0,2025-07-29T09:33:11Z,
3667,@babuevanca,Patello is composed but hio mbogi yake ni mahuru na ni wazae,0,2025-07-29T09:31:54Z,
3668,@nkathalisa7271,Yani huku inje ni mimi tu sijashika 500million sindio.,0,2025-07-29T09:30:30Z,
3669,@tildanjoki7677,I have never watched obinas interview but Hii nimesema Lazima,1,2025-07-29T09:29:09Z,
3670,@RaphaelMirieri-oj8ez,🩵🩵🩵🩵🩵🩵🩵🎉🎉🎉🎉🎉man city 😅,0,2025-07-29T09:27:29Z,
3671,@haronkingtv1759,Simu ya priest irundishwe😂,0,2025-07-29T09:27:04Z,
3672,@Annamutindi-j5n,Obina please look for me. I can do business with the couple,0,2025-07-29T09:26:59Z,
3673,@tildanjoki7677,Hata zari haiwezi,0,2025-07-29T09:26:02Z,
3674,@nellyadhiambo2497,Huyu ni boy wa mashamba,0,2025-07-29T09:22:36Z,
3675,@rogersnyangaga6275,"Patelo's wedding should be on a wedding show 😊 
I finds myself on Obinna's show for the first time....😅 Movement ni jamo unanauwo?",7,2025-07-29T09:20:15Z,
3676,@maureenkombo2157,Apo kwa captain tuko kimoja,0,2025-07-29T09:18:27Z,
3677,@annewanjiru4809,"Its obvious that he is high on something, but what is the lady high on?  i wonder?",0,2025-07-29T09:17:17Z,
3678,@Valour_aerobics,VJ Partello is vibes no lies,2,2025-07-29T09:16:54Z,
3679,@MBUGUAKARUGO,This nigga got no idea what money is...eti wedding ya 500m!! The body language with the woman Kuna kitu anaficha,1,2025-07-29T09:16:26Z,
3680,@salamarwekamwa1975,Obi leo umepatikana. The more u dig in the more u will be confused😂😂😂😂,0,2025-07-29T09:14:51Z,
3681,@phionaokinyo7761,translator yawa,0,2025-07-29T09:14:07Z,
3682,@KenyanUnicorn,"This has got to be one of the weirdest marriages ever, makes me wonder what they saw in each other.",0,2025-07-29T09:13:50Z,
3683,@welalice,I swear nimebambika Sana na huyu njamaa but tuambiane ukweli huyu dame ni more than 29 Sina ubaya please,2,2025-07-29T09:10:58Z,
3684,@Joymukush13,Kama mapenzi sio kama hii sitaki😂,1,2025-07-29T09:10:11Z,
3685,@ROBERTCHEGE-v7c,Ati When was the wedding ceremony? 🫡,0,2025-07-29T09:10:00Z,
3686,@malaikajabali-oj2fh,Huyu mwanamke aliinama chini all thru' ungethani ni msichana wa 22yrs kubeee 🙄🙄 then wedding with vows woi dunia simameko nishuke,0,2025-07-29T09:07:43Z,
3687,@RaphaelMirieri-oj8ez,Nimechoka na videos nusu nusu Leo Niko huku kama umechoka kama mimi like hapa,1,2025-07-29T09:01:28Z,
3688,@NuweimanKhalid,wakudumu cku zte,0,2025-07-29T08:59:58Z,
3689,@nicomatasa2604,Patelo bana unadanganya bila kublink ww unafaa kua orezo sasa,0,2025-07-29T08:59:12Z,
3690,@SUKIIENTERTAINMENT,500MILLION WEDDING,0,2025-07-29T08:59:09Z,
3691,@nasloner,tuko,0,2025-07-29T08:52:59Z,
3692,@Dancan-r9u,"May God bless this marriage, very inspirational and educative... I like the part of living your life the way want it",0,2025-07-29T08:50:44Z,
3693,@ggchacha9878,First time I’m watching Obinna’s show on YouTube,0,2025-07-29T08:48:17Z,
3694,@JacklineKagendo-u7r,Team Diana wako na nyota,0,2025-07-29T08:47:30Z,
3695,@lenakoli9580,😂😂😂😂😂😂😂,0,2025-07-29T08:42:04Z,
3696,@ronaldkimengich8958,Wuuueh Huyu ni Dem ama ni shosh enyewe mapenzi Wewe wakudumu watadumu,0,2025-07-29T08:40:54Z,
3697,@RicoSmalls-g6g,"Design Partello anapanga Obi acha tu,😂😂😂500M kwa Wedo,uwanga veery baad.",0,2025-07-29T08:40:05Z,
