,category,language,likes,published_at,sentiment,subcategory,text,clean_text
2924,Cyberbullying,Kenyan_slang,0,2025-05-14T20:32:48Z,Negative,Direct Insult,Kiherehere hannah benta. Kafala tu,kiherehere <person> benta. kafala tu
2925,Irony,Kenyan_slang,0,2025-05-14T18:53:59Z,Negative,Mock compliment,Obinna being a big bro na bado anaokota mushene😅😂😂😂😂😂😂😂,<person> being a big bro na bado anaokota mushene grinning_face_with_sweat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
2926,Constructive,Kenyan_slang,0,2025-05-14T14:03:39Z,Neutral,Genuine feedback,Culture knows how to carry himself around chaos😅😅😅much respect,<person> knows how to carry himself around chaos grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat much respect
2927,Constructive,Kenyan_slang,0,2025-05-14T14:01:43Z,Neutral,Genuine feedback,Captain was watching so he had to cover @Hannah benta,<person> was watching so he had to cover <person> benta
2928,Irony,Kenyan_slang,0,2025-05-14T13:37:11Z,Negative,Mock compliment,Beib analia mbona😂😂,beib analia mbona face_with_tears_of_joy face_with_tears_of_joy
2929,Constructive,English,0,2025-05-14T05:55:41Z,Positive,Genuine Praise,"I came to watch Hannah ,,,, 
Her heart is not like ours","i came to watch <person> ,, her heart is not like ours"
2930,Cyberbullying,Kenyan_slang,0,2025-05-14T00:29:27Z,Negative,Direct Insult,The couple said Hannah aitwe na obinna akamuita. I think they thought hatakuja. Sàbrina is childish na uongo mob.,the couple said <person> aitwe na <person> akamuita. i think they thought hatakuja. sbrina is childish na uongo mob.
2931,Constructive,English,0,2025-05-14T00:27:04Z,Positive,Supportive Speech,Hannah is right 💯💯💯,<person> is right hundred_points hundred_points hundred_points
2932,Irony,Kenyan_slang,0,2025-05-13T21:09:12Z,Negative,Mock compliment,Hanna kaswende  Bentah,hanna kaswende bentah
2933,Others,Kenyan_slang,0,2025-05-13T20:00:27Z,Neutral,General Inquiry,Wait captain c mwenye ako Kwa show,wait <person> c mwenye ako kwa show
2934,Constructive,Kenyan_slang,0,2025-05-13T18:25:49Z,Neutral,Performance-based,As a kisii Lady..I swear nimewatch hii interview na Aibu Kibao😂Obinna next time aki mind watu unaleta show,as a kisii lady..i swear nimewatch hii interview na aibu kibao face_with_tears_of_joy <person> next time aki mind watu unaleta show
2935,Offensive,Kenyan_slang,0,2025-05-13T14:38:36Z,Negative,Vulgar language (Matusi),"OBINA HII KITU UNGEMALIZA TIME THE COUPLE WENT OUT ,,,,,,, UKO NA UFALA PIA","<person> hii kitu ungemaliza time the couple went out ,, uko na ufala pia"
2936,Harmful,English,0,2025-05-13T14:23:50Z,Negative,Gender based,MEN!!! Never trust any living female creature,men!!! never trust any living female creature
2937,Irony,Kenyan_slang,0,2025-05-13T13:28:42Z,Negative,Mock compliment,Huyu Hannah Benta anafaa achunguzwe😂😂 hayuko normal😂,huyu <person> benta anafaa achunguzwe face_with_tears_of_joy face_with_tears_of_joy hayuko normal face_with_tears_of_joy
2938,Irony,Kenyan_slang,0,2025-05-13T13:22:19Z,Negative,Mock compliment,Kaswende gang😂😂😂😂,kaswende gang face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
2939,Constructive,Kenyan_slang,0,2025-05-13T13:00:24Z,Neutral,Decision-criticism,Hao wasichana wamenikasirisha hadi sijavuta sigara leo 😒😒,hao wasichana wamenikasirisha hadi sijavuta sigara leo unamused_face unamused_face
2940,Constructive,English,0,2025-05-12T22:42:22Z,Neutral,Genuine feedback,From my look dem anataka obina,from my look dem anataka <person>
2941,Constructive,Kenyan_slang,0,2025-05-12T20:54:52Z,Neutral,Performance-based,@obinna it wasn't fair to allow Hanna Benta to crush interview ya wenyewe,<person> it wasnt fair to allow hanna benta to crush interview ya wenyewe
2942,Irony,Kenyan_slang,0,2025-05-12T20:16:54Z,Negative,Mock compliment,Dunia simama nishuke 🙆🏽‍♀️🙆🏽‍♀️🙆🏽‍♀️,dunia simama nishuke woman_gesturing_ok_medium_skin_tone woman_gesturing_ok_medium_skin_tone woman_gesturing_ok_medium_skin_tone
2943,Offensive,Kenyan_slang,0,2025-05-12T20:15:32Z,Negative,Non-personal,Mkisii hapa tu ni mjinga ako na bwana yake hapo still anafeel Captain.,mkisii hapa tu ni mjinga ako na bwana yake hapo still anafeel <person>.
2944,Cyberbullying,English,1,2025-05-12T19:23:23Z,Negative,Direct Insult,"Obina need to be taken to hospital with his fellow idiots this is filth and nonsense interview ever in this country 

You have ebarased us but there is your pay with this idiot sily girls 

Shame in you all",<person> need to be taken to hospital with his fellow idiots this is filth and nonsense interview ever in this country you have ebarased us but there is your pay with this idiot sily girls shame in you all
2945,Constructive,English,0,2025-05-12T18:09:19Z,Neutral,Performance-based,its not fare obinna for someone to come from nowhere and interfere your show sir,its not fare <person> for someone to come from nowhere and interfere your show sir
2946,Irony,Kenyan_slang,0,2025-05-12T14:02:01Z,Negative,Mock Laughter,Sabrina alisahau kubeba filters 😅😅😅,<person> alisahau kubeba filters grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat
2947,Constructive,Kenyan_slang,0,2025-05-12T13:10:37Z,Neutral,Genuine feedback,Hannah anasema ukweli 😂😂😂😂😂😂,<person> anasema ukweli face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
2948,Constructive,Kenyan_slang,1,2025-05-12T12:40:56Z,Neutral,Supportive Speech,But l feel hanna how can you blame someone kitu hana haifai hata ingekuwa mimi ningempiga 😂,but l feel hanna how can you blame someone kitu <person> haifai hata ingekuwa mimi ningempiga face_with_tears_of_joy
2949,Constructive,Kenyan_slang,0,2025-05-12T11:07:25Z,Neutral,Performance-based,"Coming from the three men army to this.. i feel like hawa wako soo boring, na utoto","coming from the three men army to this.. i feel like hawa wako soo boring, na utoto"
2950,Offensive,Kenyan_slang,0,2025-05-12T10:25:47Z,Negative,Non-personal,Yaani hawa wasichana are they really normal??sharig a man sama room .....degrading themselves  ..i hate both of you,yaani hawa wasichana are they really normal??sharig a man sama room ..degrading themselves ..i hate both of you
2951,Irony,Emoji,0,2025-05-12T09:09:56Z,Neutral,Mock Laughter,😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
2952,Constructive,Kenyan_slang,0,2025-05-12T07:25:32Z,Neutral,Genuine feedback,Hii accent ni mbaya sana......,hii accent ni mbaya sana..
2953,Constructive,Kenyan_slang,0,2025-05-12T07:03:03Z,Neutral,Supportive Speech,being desperate in mbaya young girls lets work hard girls,being desperate in mbaya young girls lets work hard girls
2954,Constructive,Kenyan_slang,0,2025-05-11T23:51:12Z,Neutral,Performance-based,"Yoh!!,,,,Obina u should tell this couple as their elder bro that they still need to learn more in relationship and take their time coz for sure they seem to be younger in relationship.","yoh!!,,<person> u should tell this couple as their elder bro that they still need to learn more in relationship and take their time coz for sure they seem to be younger in relationship."
2955,Irony,Kenyan_slang,1,2025-05-11T18:52:20Z,Negative,Hyperbolic understatement,The bar is invincible,the bar is invincible
2956,Irony,Kenyan_slang,0,2025-05-11T18:05:39Z,Negative,Mock compliment,Makalatas 😂😂😂😂,makalatas face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
2957,Irony,Kenyan_slang,0,2025-05-11T16:57:14Z,Negative,Mock compliment,😂😂😂😂😂kaswede family. ...,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy kaswede family. ...
2958,Constructive,Kenyan_slang,0,2025-05-11T12:46:47Z,Neutral,Supportive Speech,Hadi mm siwezi kubali kushikwa nkicheat 😂😂😂😂,hadi mm siwezi kubali kushikwa nkicheat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
2959,Offensive,Kenyan_slang,0,2025-05-11T09:39:30Z,Negative,Vulgar language (Matusi),Huyu jamaa ni fala kivyake wueeeh,huyu jamaa ni fala kivyake wueeeh
2960,Others,Kenyan_slang,0,2025-05-11T08:19:53Z,Neutral,General Others,skinfinity tattoos,skinfinity tattoos
2961,Constructive,Kenyan_slang,0,2025-05-11T07:27:30Z,Neutral,Performance-based,"The worst interview..so disgusting alafu obinna is arrogant ati tufinye stop
We sympathize and move on obinna usituletee😂kusprashiwa na maji cs am driving meaning sabrina isn't
😂must Hannah talk while touching obinna.🥴🙄",the worst interview..so disgusting alafu <person> is arrogant ati tufinye stop we sympathize and move on <person> usituletee face_with_tears_of_joy kusprashiwa na maji cs am driving meaning <person> isnt face_with_tears_of_joy must <person> talk while touching <person>. woozy_face face_with_rolling_eyes
2962,Constructive,Kenyan_slang,5,2025-05-11T04:29:39Z,Neutral,Genuine feedback,May this kind of relationship never meet me,may this kind of relationship never meet me
2963,Constructive,English,0,2025-05-10T22:05:26Z,Positive,Genuine feedback,Was planned,was planned
2964,Others,Kenyan_slang,0,2025-05-10T21:51:14Z,Neutral,General Inquiry,Results za oasis hizo wapi?,results za oasis hizo wapi?
2966,Irony,Kenyan_slang,1,2025-05-10T20:12:16Z,Negative,Mock compliment,Not Obinna saying ziet😂😂😂,not <person> saying ziet face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
2967,Constructive,Kenyan_slang,0,2025-05-10T20:07:54Z,Neutral,Genuine feedback,Saa mbona hajaonyeshana results za oasis😂😂nkt,saa mbona hajaonyeshana results za oasis face_with_tears_of_joy face_with_tears_of_joy nkt
2968,Offensive,Kenyan_slang,3,2025-05-10T20:06:38Z,Negative,Vulgar language (Matusi),All of this girl's+ the Captain wote in immature sana💯,all of this girls the <person> wote in immature sana hundred_points
2969,Others,Kenyan_slang,1,2025-05-10T18:32:56Z,Neutral,General Inquiry,Were the parents watching all these 😢😢😢,were the parents watching all these crying_face crying_face crying_face
2970,Offensive,Kenyan_slang,0,2025-05-10T17:19:57Z,Negative,Vulgar language (Matusi),Hawa wanakaa shortwire😅!,hawa wanakaa shortwire grinning_face_with_sweat !
2971,Constructive,Kenyan_slang,2,2025-05-10T15:01:41Z,Positive,Genuine Praise,Honor thyself❤,honor thyself red_heart
2972,Constructive,English,10,2025-05-10T15:01:28Z,Positive,Genuine Praise,Let us value and honour ourself❤,let us value and honour ourself red_heart
2973,Constructive,Kenyan_slang,4,2025-05-10T13:17:03Z,Neutral,Genuine feedback,I won't defend Sabrina coz it's not good  kuaribia mtu jina ...also Betta ungegate crush interview ya wenyewe 😂,i wont defend <person> coz its not good kuaribia mtu jina ...also betta ungegate crush interview ya wenyewe face_with_tears_of_joy
2974,Offensive,Kenyan_slang,1,2025-05-10T13:11:16Z,Negative,Non-personal,Watu waoge tu jamani😂,watu waoge tu jamani face_with_tears_of_joy
2975,Irony,Kenyan_slang,0,2025-05-10T12:32:17Z,Negative,Mock compliment,The funny part is that wote wali insert 😅😅😅😅😅😅😅😅😅,the funny part is that wote wali insert grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat
2976,Offensive,Kenyan_slang,0,2025-05-10T10:46:19Z,Negative,Vulgar language (Matusi),HII JANGO HAINA KICHWA FITI,hii jango haina kichwa fiti
2977,Constructive,Kenyan_slang,1,2025-05-10T10:33:15Z,Neutral,Performance-based,Finally Kuna guests wamewalk out before show iishe😢😂😂 Obinna sasa atulie asiwalk out of interviews 😅😂,finally kuna guests wamewalk out before show iishe crying_face face_with_tears_of_joy face_with_tears_of_joy <person> sasa atulie asiwalk out of interviews grinning_face_with_sweat face_with_tears_of_joy
2978,Others,Kenyan_slang,0,2025-05-10T08:34:47Z,Neutral,General Inquiry,Hanna hangeomba interview badala ya kuingilia ya wenyewe?baaad,hanna hangeomba interview badala ya kuingilia ya wenyewe?baaad
2979,Constructive,Kenyan_slang,0,2025-05-10T07:56:01Z,Neutral,Decision-criticism,"Hii ya kudate sijui kujuana hapo panakaa kauongo,,","hii ya kudate sijui kujuana hapo panakaa kauongo,,"
2980,Offensive,Kenyan_slang,0,2025-05-10T07:13:07Z,Negative,Vulgar language (Matusi),"Hii n upuzi, utoto na upumbavu","hii n upuzi, utoto na upumbavu"
2981,Offensive,Kenyan_slang,0,2025-05-10T07:04:10Z,Neutral,Non-personal,"This man doesn't understand English  ,the accent ...yawa...kiswahili, english ni kikisii tupu","this man doesnt understand english ,the accent ...yawa...kiswahili, english ni kikisii tupu"
2982,Others,Kenyan_slang,0,2025-05-10T06:02:48Z,Neutral,General Others,Live starts @ 15.:30 min team udaku jump jump,live starts 15.:30 min team udaku jump jump
2983,Constructive,English,0,2025-05-10T05:51:53Z,Positive,Genuine Praise,"Jump to 4mins guys ,thank me later","jump to 4mins guys ,thank me later"
2984,Cyberbullying,Kenyan_slang,1,2025-05-10T04:42:58Z,Neutral,Direct Insult,"This so called Hannah is so disrespectful, again Obina why would you allow Hannah to intervene with interview sio yake, she was to be called for her interview sio kuingilia interview ya wengine","this so called <person> is so disrespectful, again <person> why would you allow <person> to intervene with interview sio yake, she was to be called for her interview sio kuingilia interview ya wengine"
2985,Irony,Kenyan_slang,0,2025-05-10T01:16:24Z,Neutral,Mock compliment,This girl is a pick me,this girl is a pick me
2986,Constructive,Kenyan_slang,0,2025-05-10T01:16:00Z,Neutral,Genuine feedback,2minutes away from you na you are bringing results weee kwani uwa unatembea nazo?obi na Hannah walikua wamepanga.,2minutes away from you na you are bringing results weee kwani uwa unatembea nazo?<person> na <person> walikua wamepanga.
2987,Constructive,English,1,2025-05-10T00:59:22Z,Positive,Genuine feedback,Me i dont see any issue with hanna,me i dont see any issue with hanna
2988,Constructive,Kenyan_slang,0,2025-05-10T00:38:52Z,Neutral,Performance-based,Obina this is very wrong it’s in inappropriate for you to accept Hannah akuje huko you could have organized a different show for her ajitetee,<person> this is very wrong its in inappropriate for you to accept <person> akuje huko you could have organized a different show for her ajitetee
2989,Others,English,0,2025-05-09T22:46:07Z,Neutral,Spam,Upcoming youtubers let's gather here and grow together,upcoming youtubers lets gather here and grow together
2990,Offensive,Kenyan_slang,0,2025-05-09T21:57:51Z,Neutral,Non-personal,Them. Ho's everywhere,them. hos everywhere
2991,Cyberbullying,Kenyan_slang,0,2025-05-09T21:51:18Z,Negative,Direct Insult,"Obina i have just started hating you,,,,","<person> i have just started hating you,,"
2992,Constructive,Kenyan_slang,0,2025-05-09T21:03:59Z,Positive,Genuine Praise,I like tye authenticity of this guy mimi ka mkiisii much supportt nigga😉,i like tye authenticity of this guy mimi ka mkiisii much supportt nigga winking_face
2993,Offensive,English,1,2025-05-09T20:00:47Z,Neutral,Non-personal,"The kind of men these ladies date shows all how they are.... no class, no brains at all😢","the kind of men these ladies date shows all how they are.. no class, no brains at all crying_face"
2994,Constructive,English,0,2025-05-09T19:34:55Z,Neutral,Genuine feedback,I don't know if i can stand this if she was my girlfriend,i dont know if i can stand this if she was my girlfriend
2995,Others,Kenyan_slang,1,2025-05-09T19:13:30Z,Neutral,Spam,nipitieni please nifikishe 50 subscribers,nipitieni please nifikishe 50 subscribers
2996,Constructive,Kenyan_slang,0,2025-05-09T16:50:16Z,Neutral,Supportive Speech,"I think bentah akirudia that test agha Khan alikuwa anataka kuona kama amepona , y would you do test twice","i think bentah akirudia that test agha khan alikuwa anataka kuona kama amepona , y would you do test twice"
2997,Constructive,Kenyan_slang,0,2025-05-09T16:34:32Z,Neutral,Decision-criticism,Wueeh mambo ya Sabrina hayaleweki kabisaa very complicated 😮 I don't how this guy end up dating this gal😂 shiet!,wueeh mambo ya <person> hayaleweki kabisaa very complicated face_with_open_mouth i dont how this guy end up dating this gal face_with_tears_of_joy shiet!
2998,Constructive,Kenyan_slang,0,2025-05-09T16:21:14Z,Neutral,Performance-based,By now if you're a fan you should have been used to him Obinna already 😂,by now if youre a fan you should have been used to him <person> already face_with_tears_of_joy
