,category,language,likes,published_at,sentiment,subcategory,text,clean_text
1827,Others,Code Switching,0,2025-07-28T16:32:29Z,Neutral,General Others,Mchele na kebab. Water Melon na cake,mchele na kebab . <name> <name> na cake
1828,Others,English,0,2025-07-28T16:32:27Z,Positive,General Others,Was waiting for this 😅😅,was waiting for this grinningfacewithsweat grinningfacewithsweat
1829,Constructive Criticism,English,0,2025-07-28T16:32:13Z,Positive,Supportive Speech,Fully active💪,fully active flexedbiceps
1830,Constructive Criticism,English,17,2025-07-28T16:31:44Z,Positive,Supportive Speech,"Guys let's stop being haters,if this guy is happy and the lady,who are we to judge,God has plans for everyone and whatever they do,whatever age they are it's none of your fucking business as long as they love each other,the lady is calm sophisticated I'm happy when I see people happy....may God bless their union as he has blessed mine....hugs for them from  diaspora.❤","guys let s stop being haters , if this guy is happy and the lady , who are we to judge , god has plans for everyone and whatever they do , whatever age they are it s none of your fucking business as long as they love each other , the lady is calm sophisticated i m happy when i see people happy .. may <name> bless their union as he has blessed mine .. hugs for them from diaspora . redheart"
1831,Others,Sheng,0,2025-07-28T16:31:04Z,Positive,General Others,Kumintatu 😂,<name> facewithtearsofjoy
1832,Constructive Criticism,Sheng,0,2025-07-28T16:30:58Z,Positive,Supportive Speech,😂😂siku zombo,facewithtearsofjoy facewithtearsofjoy siku zombo
1833,Irony/Sarcasm,Sheng,0,2025-07-28T16:30:27Z,Positive,Mock Laughter,Hapo kwa Movement ni jammo got me😂😂,hapo kwa movement ni <name> got me facewithtearsofjoy facewithtearsofjoy
1834,Constructive Criticism,Sheng,0,2025-07-28T16:30:25Z,Positive,Supportive Speech,Wakudumu,<name>
1835,Constructive Criticism,English,5,2025-07-28T16:30:24Z,Positive,Genuine Praise,Obina you the Goat❤,<name> you the goat redheart
1836,Constructive Criticism,English,0,2025-07-28T16:29:36Z,Positive,Supportive Speech,Wow I like the show ❤😊,wow i like the show redheart smilingfacewithsmilingeyes
1837,Constructive Criticism,Code Switching,1,2025-07-28T16:29:29Z,Neutral,Performance-based,Kwani watu huwatch bila kulike 😅 juu tumekuwa watu almost 4.5K how comes likes 2.4k,kwani watu huwatch bila <name> <name> <name> <name> watu almost 4.5 k how comes likes 2.4k
1838,Others,Code Switching,1,2025-07-28T16:29:02Z,Positive,General Others,I've never watched obbina show but for this nlikua nkingoja snaaaaa😂😂,i ve never watched obbina show but for this nlikua nkingoja snaa facewithtearsofjoy facewithtearsofjoy
1839,Others,Code Switching,0,2025-07-28T16:28:47Z,Positive,General Others,ARSENAL SIKU ZOMBOOOOOOOOOOOOOO,arsenal siku zomboo
1840,Constructive Criticism,Sheng,0,2025-07-28T16:28:41Z,Positive,Supportive Speech,Nmenice ❤😂😂😂,nmenice redheart facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1841,Others,Code Switching,0,2025-07-28T16:28:27Z,Neutral,General Inquiry,Huyu anaongelelea Naira ama😢,huyu anaongelelea <name> ama cryingface
1842,Others,Code Switching,0,2025-07-28T16:28:16Z,Positive,General Others,"After Show ya Ndeke, this one has brought me back here 😂","after show ya ndeke , this one has brought me back here facewithtearsofjoy"
1843,Constructive Criticism,Code Switching,1,2025-07-28T16:27:37Z,Positive,Supportive Speech,The wedding of the year🎉🎉🎉🎉❤I loved this😂😂love like this,the wedding of the year partypopper partypopper partypopper partypopper redheart i loved this facewithtearsofjoy facewithtearsofjoy love like this
1844,Constructive Criticism,Code Switching,0,2025-07-28T16:27:21Z,Positive,Supportive Speech,Tuko locked,tuko locked
1845,Others,Swahili,0,2025-07-28T16:26:06Z,Neutral,General Others,Wueeeeeh,wueeh
1846,Others,Sheng,0,2025-07-28T16:25:49Z,Positive,General Others,wozolo,wozolo
1847,Constructive Criticism,Code Switching,1,2025-07-28T16:25:21Z,Positive,Supportive Speech,Hi n fire c fire 🔥 😂😂,hi n fire c fire fire facewithtearsofjoy facewithtearsofjoy
1848,Others,Swahili,2,2025-07-28T16:25:19Z,Positive,General Others,Mtu wangu najua uko comment section 😢😢😢,mtu wangu najua uko comment section cryingface cryingface cryingface
1849,Others,Code Switching,12,2025-07-28T16:25:08Z,Neutral,General Others,Hii ni jaba 😮500m ya Tanzania,<name> <name> <name> facewithopenmouth 500 m ya tanzania
1850,Others,Plain Emoji,0,2025-07-28T16:25:01Z,Positive,General Others,😅😅😅😅,grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat
1851,Others,English,7,2025-07-28T16:24:40Z,Positive,General Others,Game make the relationship to be strong 💪❣️,game make the relationship to be strong flexedbiceps heartexclamation
1852,Irony/Sarcasm,English,58,2025-07-28T16:24:14Z,Neutral,Hyperbolic understatement,The more u ask the more u get confused 😂😂😂😂,the more u ask the more u get confused facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1853,Others,Code Switching,7,2025-07-28T16:24:09Z,Neutral,General Others,Brought up in Eastland but hi sheng imenipita,brought up in eastland but hi <name> <name>
1854,Others,Swahili,0,2025-07-28T16:23:47Z,Neutral,General Others,Mimi pia,<name> pia
1855,Others,Code Switching,0,2025-07-28T16:23:41Z,Positive,General Others,Nataka kma huyu bad boy wanakuaga na mapenzi,nataka kma huyu bad boy wanakuaga na mapenzi
1856,Constructive Criticism,English,18,2025-07-28T16:23:24Z,Positive,Supportive Speech,Diana my friend am happy for you congrats,<name> my friend am happy for you congrats
1857,Constructive Criticism,Sheng,0,2025-07-28T16:23:15Z,Positive,Supportive Speech,Wueh😂,wueh facewithtearsofjoy
1858,Others,Code Switching,0,2025-07-28T16:21:45Z,Positive,General Others,"Me niliskia guardian Angel hapa amepigwa 10 -1 but ,but hii gang imenibamba kivyake acha wajinice","me niliskia guardian <name> hapa amepigwa 10 1 but , but <name> <name> imenibamba kivyake acha wajinice"
1859,Others,Swahili,0,2025-07-28T16:21:24Z,Positive,General Others,Tuko huku hii wedo imetugusa na. muambia petelo nataka ghetto,tuko huku hii wedo <name> <name> <name> muambia <name> <name> ghetto
1860,Others,Swahili,1,2025-07-28T16:21:14Z,Positive,General Others,Hachoki shigo aki😢😢😢,hachoki shigo aki cryingface cryingface cryingface
1861,Constructive Criticism,Code Switching,65,2025-07-28T16:21:08Z,Positive,Supportive Speech,The only marriage I know that will have happy endings no tears nimechange maombi  God Kama Tu ya Dee,the only marriage i know that will have happy endings no tears nimechange maombi god <name> <name> <name> <name>
1862,Constructive Criticism,English,18,2025-07-28T16:20:35Z,Positive,Supportive Speech,The wedding was superb😊this is just the  best wedding of the year🎉,the wedding was superb smilingfacewithsmilingeyes this is just the best wedding of the year partypopper
1863,Constructive Criticism,Plain Emoji,0,2025-07-28T16:19:40Z,Positive,Supportive Speech,❤❤❤❤❤❤,redheart redheart redheart redheart redheart redheart
1864,Others,Code Switching,0,2025-07-28T16:18:50Z,Neutral,General Others,Ni 4.2M ya Tanzania au uganda,<name> <name> <name> <name> <name> au uganda
1865,Others,Code Switching,47,2025-07-28T16:18:15Z,Positive,General Others,Bro amejielewa mbayaaa big upp,bro <name> <name> <name> <name>
1866,Others,English,3,2025-07-28T16:17:43Z,Positive,General Others,500 Million😂😂,500 million facewithtearsofjoy facewithtearsofjoy
1867,Constructive Criticism,Swahili,2,2025-07-28T16:17:03Z,Positive,Supportive Speech,Tumengoja,tumengoja
1868,Irony/Sarcasm,Code Switching,11,2025-07-28T16:16:35Z,Neutral,Hyperbolic understatement,Za VJ patelo zimeshika kama laana ya Raila 😂,za <name> zimeshika kama <name> <name> <name> facewithtearsofjoy
1869,Constructive Criticism,Code Switching,6,2025-07-28T16:16:25Z,Positive,Supportive Speech,love from UG +256 big up PATELO bro😊,love from ug 256 big up patelo bro smilingfacewithsmilingeyes
1870,Constructive Criticism,Code Switching,18,2025-07-28T16:16:09Z,Positive,Genuine feedback,Nilijua tu obinna lazima atuletee power couple,nilijua tu <name> lazima atuletee power couple
1871,Constructive Criticism,English,27,2025-07-28T16:15:49Z,Positive,Supportive Speech,But the guy is vibe😂😂,but the guy is vibe facewithtearsofjoy facewithtearsofjoy
1872,Constructive Criticism,English,20,2025-07-28T16:15:29Z,Positive,Genuine Praise,"The wife is chill and beautiful,  and  rich❤❤❤","the wife is chill and beautiful , and rich redheart redheart redheart"
1873,Constructive Criticism,Code Switching,2,2025-07-28T16:15:08Z,Positive,Supportive Speech,He inafaa kushare tuko lock in mbaya sana😂🎉,he inafaa kushare tuko lock in mbaya <name> facewithtearsofjoy partypopper
1874,Constructive Criticism,Code Switching,0,2025-07-28T16:14:46Z,Positive,Supportive Speech,😂😂😂vibes,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy vibes
1875,Constructive Criticism,Code Switching,2,2025-07-28T16:14:42Z,Positive,Supportive Speech,I just had to manmnn🎉🎉🎉🎉😂😂😂😂Confirmation😂😂❤❤,i just had to manmnn partypopper partypopper partypopper partypopper facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy confirmation facewithtearsofjoy facewithtearsofjoy redheart redheart
1876,Constructive Criticism,Code Switching,0,2025-07-28T16:14:41Z,Positive,Supportive Speech,Hii show ni kali😅😅🔥🔥🔥🔥,<name> show ni kali grinningfacewithsweat grinningfacewithsweat fire fire fire fire
1877,Others,English,0,2025-07-28T16:14:28Z,Positive,General Others,Diana stand up 😂,<name> stand up facewithtearsofjoy
1878,Irony/Sarcasm,Code Switching,127,2025-07-28T16:14:21Z,Neutral,Hyperbolic understatement,"Vile tu my husband amesema 😂😂

The more you dig into the question the more  you be confused",vile tu my husband amesema facewithtearsofjoy facewithtearsofjoy the more you dig into the question the more you be confused
1879,Constructive Criticism,Sheng,0,2025-07-28T16:13:59Z,Positive,Supportive Speech,😂😂aaah,facewithtearsofjoy facewithtearsofjoy aah
1880,Constructive Criticism,Sheng,0,2025-07-28T16:13:51Z,Positive,Supportive Speech,alonglilo siku zombo😁😁,alonglilo siku zombo beamingfacewithsmilingeyes beamingfacewithsmilingeyes
1881,Constructive Criticism,Plain Emoji,0,2025-07-28T16:13:27Z,Positive,Supportive Speech,😂😂😂,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1882,Others,Code Switching,3,2025-07-28T16:13:10Z,Positive,General Others,waa sionaga izi show lakini leooo 😂😂,waa sionaga izi show lakini leoo facewithtearsofjoy facewithtearsofjoy
1883,Constructive Criticism,Swahili,29,2025-07-28T16:13:03Z,Positive,Supportive Speech,Hii nayo lazima ni watch hapa... zingine mi huwatch TikTok 😂😂,<name> <name> <name> <name> watch hapa .. <name> <name> <name> tiktok facewithtearsofjoy facewithtearsofjoy
1884,Constructive Criticism,Sheng,0,2025-07-28T16:13:00Z,Positive,Supportive Speech,Movement ni jamuu 😂😂,movement ni jamuu facewithtearsofjoy facewithtearsofjoy
1885,Constructive Criticism,English,31,2025-07-28T16:12:55Z,Positive,Supportive Speech,The boy is smart 😂😂..,the boy is smart facewithtearsofjoy facewithtearsofjoy ..
1886,Others,Swahili,0,2025-07-28T16:12:52Z,Neutral,General Others,Leo obiezaa amepatana na maubayaa,leo obiezaa amepatana na maubayaa
1887,Constructive Criticism,Code Switching,272,2025-07-28T16:12:36Z,Positive,Supportive Speech,"Comment section imejaa watu wako na wivu mbaya , the lady is beautiful whether shes old ....and u can see the love in both .... congrats guyz","comment section imejaa watu wako na wivu mbaya , the lady is beautiful whether she s old .. and u can see the love in both .. <name> <name>"
1888,Constructive Criticism,Code Switching,0,2025-07-28T16:12:27Z,Positive,Supportive Speech,Sijawahi tamani Wedding but hii yao imefanya nitamani East to The World,sijawahi tamani wedding but hii yao imefanya nitamani east to the world
1889,Constructive Criticism,Code Switching,1,2025-07-28T16:12:15Z,Positive,Supportive Speech,Love like dis😂❤️,love like dis facewithtearsofjoy redheart
1890,Constructive Criticism,English,2,2025-07-28T16:12:05Z,Positive,Supportive Speech,29 weeeh as long as they are happy...,29 weeh as long as they are happy ..
1891,Others,English,1,2025-07-28T16:12:00Z,Neutral,General Others,Very hard interview.,very hard interview .
1892,Constructive Criticism,Code Switching,0,2025-07-28T16:11:47Z,Positive,Supportive Speech,Ata kidogo nikuambie u host the couple ju....I just love them,<name> <name> nikuambie u host the couple ju .. i just love them
1893,Constructive Criticism,Code Switching,0,2025-07-28T16:11:29Z,Positive,Genuine feedback,"Omba,piga bidii,piga tizi, focus=kuomoka","omba , piga bidii , piga tizi , focus kuomoka"
1894,Constructive Criticism,Swahili,0,2025-07-28T16:11:12Z,Positive,Genuine Praise,Aki huyu dem anagalia obenaa aki,aki huyu dem anagalia obenaa aki
1895,Irony/Sarcasm,Code Switching,17,2025-07-28T16:10:16Z,Neutral,Hyperbolic understatement,Hapo kwa 500M ametupima akii😂😂😂,<name> kwa 500 m ametupima akii facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1896,Constructive Criticism,English,16,2025-07-28T16:10:15Z,Positive,Supportive Speech,This man is wise..he talks like a thomed person,this man is wise .. he talks like a thomed person
1897,Constructive Criticism,Code Switching,40,2025-07-28T16:10:07Z,Positive,Supportive Speech,Toka Qatar tuko ndakas😊😊😊😊 tunataka love like this,toka qatar tuko ndakas smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes smilingfacewithsmilingeyes tunataka love like this
1898,Constructive Criticism,Code Switching,0,2025-07-28T16:09:34Z,Positive,Supportive Speech,Leo nayo nimefika uku😂😂😂Tena ontime😊,leo nayo nimefika uku facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy tena ontime smilingfacewithsmilingeyes
1899,Constructive Criticism,Swahili,1,2025-07-28T16:09:21Z,Positive,Supportive Speech,Toka Qatar tuko ndani,toka qatar tuko ndani
1900,Constructive Criticism,Swahili,1,2025-07-28T16:08:57Z,Positive,Supportive Speech,Sitaki kuwatch tiktok wacha ntulie😅😅😅,sitaki kuwatch tiktok wacha ntulie grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat
1901,Constructive Criticism,Code Switching,0,2025-07-28T16:08:44Z,Positive,Supportive Speech,Tuko bana,tuko bana
1902,Constructive Criticism,English,25,2025-07-28T16:08:27Z,Positive,Supportive Speech,Walikuwa wamechoka sana 😂 hiyo harusi haikuwa mchezo 😂🎉 congratulations to them,walikuwa wamechoka <name> facewithtearsofjoy hiyo harusi haikuwa mchezo facewithtearsofjoy partypopper congratulations to them
1903,Irony/Sarcasm,Code Switching,2,2025-07-28T16:08:08Z,Positive,Hyperbolic understatement,God nilikuwa na niwe kama hawa but ulinibless na father Abraham 😅😅😅,god nilikuwa na niwe kama hawa but ulinibless na father <name> grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat
1904,Constructive Criticism,Swahili,1,2025-07-28T16:07:43Z,Positive,Supportive Speech,Hii ndio Inabamba 🎉🎉🎉,<name> ndio inabamba partypopper partypopper partypopper
1905,Constructive Criticism,Code Switching,13,2025-07-28T16:07:12Z,Positive,Supportive Speech,Eiiish gown was expensive than Akoth ilikuwa ya 700k the guy is blessed ❤❤,eiish gown was expensive than <name> ilikuwa <name> <name> the guy is blessed redheart redheart
1906,Irony/Sarcasm,Swahili,1,2025-07-28T16:06:33Z,Positive,Supportive Speech,Niko ndaniiii 🔥🔥 waiting,niko ndanii fire fire waiting
1907,Cyberbullying,Code Switching,1,2025-07-28T16:06:22Z,Negative,Direct Insult,Unafanya nini chura ya last year~ Domani mkadinali,unafanya <name> <name> <name> <name> <name> <name> mkadinali
1908,Others,Code Switching,1,2025-07-28T16:05:09Z,Neutral,General Others,Wazup kwli ama whatsapp,wazup kwli ama whatsapp
1909,Others,English,468,2025-07-28T16:05:06Z,Neutral,General Others,"Let’s hit 1 MILLION SUBSCRIBERS!
Thank you so much for the love and support. If you’re enjoying the content, don’t forget to subscribe, like, and share. Let’s grow together  we’re just getting started!","let s hit 1 million subscribers ! thank you so much for the love and support . if you re enjoying the content , do nt forget to subscribe , like , and share . let s grow together we re just getting started !"
